,tweet_id,created_at,user,location,text
403,'1128869545177960448,2019-05-16 03:47:27,seandulear,United States,@EmilioEstefanJr ..it was an honor to light the Many Beautiful lady’s of light tonight ...#StatueofLibertyMuseum… https://t.co/O2cTmGa729
404,'1128868533880872961,2019-05-16 03:43:26,janellduley,Ohio,"Day one ... #Nyc #statueofliberty #ellisisland #nycSkyline #nycSubway 
.
.
#wwwjg #reallyjanell #wheretoNowJanell… https://t.co/yyW9kcuXFt"
405,'1128867624044118017,2019-05-16 03:39:49,GloriaEstefan,"Miami,Fl",Congratulations baby on a beautiful night celebrating America! @emilioestefanjr 👏🏻👏🏻🇺🇸🗽 #statueofliberty Museum Ope… https://t.co/hON6y4u6mP
406,'1128867007338876928,2019-05-16 03:37:22,EmilioEstefanJr,"Miami Beach, Fl",What a beautiful night! God bless America! #DareToDream #statueofliberty🗽 Museum opening! https://t.co/2YWoSZHKVi
407,'1128865419018682368,2019-05-16 03:31:03,MsBurley2U,"Los Angeles, CA",Fun fact... did you know the face of #statueofliberty belongs to the mother of the sculptor... yep and guess her na… https://t.co/2nfs81khrN
408,'1128864048567771136,2019-05-16 03:25:37,TapeteRoxo,,David Letterman #StatueOfLibertyMuseum 🇺🇸 https://t.co/CRdZ21LCws
409,'1128863912852631552,2019-05-16 03:25:04,TapeteRoxo,,Hillary Clinton #StatueOfLibertyMuseum 🇺🇸 https://t.co/0bdgtsuRVz
410,'1128863203495206913,2019-05-16 03:22:15,OpalVadhan,New York City,.@HillaryClinton &amp; @Oprah both wearing white at the #StatueofLibertyMuseum Opening at Ellis Island. What an inspiri… https://t.co/8nn1ec6adc
411,'1128855637595709441,2019-05-16 02:52:11,kalpitk1,"surat, gujarat, india",Getting completely disillusioned by the day! @narendramodi @dhruv_rathee @kunalkamra88 @BBCBreaking #Elections2019… https://t.co/8W1kYJ5dHZ
412,'1128847390667096065,2019-05-16 02:19:25,PearlDuncan,,"#StatueofLiberty Lost history.  Broken slavery chains under the feet of Lady Liberty.
https://t.co/zxgfAYnXkK"
413,'1128846978211831809,2019-05-16 02:17:47,JohnMRinaldi,"New York, NY","@JeffBezos Amazing!

My great grandfather came through from Bari Italia, +great grandmother came through from Lingu… https://t.co/9oFsHwaqGD"
414,'1128845342768795648,2019-05-16 02:11:17,karenlilla,"Cambridge, Massachusetts, USA",“Freedom is always worth the risk.” “At this critical moment in our history we remember the one idea that sustains… https://t.co/9G09EfrjBq
415,'1128841209726873601,2019-05-16 01:54:51,wchristinec,Brooklyn,“Just the sight of her had told me that my dream of building a life in America had come true.” @DVF about the Statu… https://t.co/67Bt6n3TbN
416,'1128840822957518849,2019-05-16 01:53:19,jason_blum,"Los Angeles, CA",Me and @Andy celebrating the #StatueofLibertyMuseum opening with an island full of elites!!!  Being philanthropic a… https://t.co/s2JFIlm88h
417,'1128840244747481090,2019-05-16 01:51:01,publicroad,New Hampshire,The energy in the #bigapple must be electric tonight! #nyc #hotdogs #statueofliberty #jointheconversation
418,'1128838997097295874,2019-05-16 01:46:04,JuliaRoseKraut,,Excellent review of the new Statue of Liberty museum and thread about the history of the statue and its representat… https://t.co/XQ9RxI7gUW
419,'1128838818973536257,2019-05-16 01:45:21,USPPNYFO,"New York, USA",Does the couch look familiar? NYFO staff taking a moment to take a photo on the couch used on the set of Friends.… https://t.co/cpdQTmp1uY
420,'1128835036684410880,2019-05-16 01:30:20,lizgoodey,Wokingham,Beautiful setting for our evening networking event to conclude a great event in #newyork #travel #stateside… https://t.co/01ioYsOOzF
421,'1128830129680076800,2019-05-16 01:10:50,normlevy,New York City,"Congratulations to Papa Bezos #ToLiberty #StatueofLibertyMuseum 
Haven't been there since kindergarten.  Cant wait… https://t.co/GiRnFmo9YI"
422,'1128829415620792320,2019-05-16 01:07:59,StatueEllisFdn,"New York, NY USA",Thank you @EmilioEstefanJr for producing this special evening. Fantastic! #StatueofLibertyMuseum https://t.co/9MJ4xQbrMY
